datetime,facility_name,consumption_kwh
2025-02-15 20:00:00,市民会館,0.593
2025-02-15 20:30:00,市民会館,0.527
2025-02-15 21:00:00,市民会館,0.56
2025-02-15 21:30:00,市民会館,0.516
2025-02-15 22:00:00,市民会館,0.572
2025-02-15 22:30:00,市民会館,0.533
2025-02-15 23:00:00,市民会館,0.524
2025-02-15 23:30:00,市民会館,0.561
2025-02-16 00:00:00,市民会館,0.536
2025-02-16 00:30:00,市民会館,0.539
2025-02-16 01:00:00,市民会館,0.56
2025-02-16 01:30:00,市民会館,0.577
2025-02-16 02:00:00,市民会館,0.532
2025-02-16 02:30:00,市民会館,0.528
2025-02-16 03:00:00,市民会館,0.556
2025-02-16 03:30:00,市民会館,0.57
2025-02-16 04:00:00,市民会館,0.596
2025-02-16 04:30:00,市民会館,0.525
2025-02-16 05:00:00,市民会館,0.546
2025-02-16 05:30:00,市民会館,0.588
2025-02-16 06:00:00,市民会館,1.008
2025-02-16 06:30:00,市民会館,0.872
2025-02-16 07:00:00,市民会館,1.532
2025-02-16 07:30:00,市民会館,1.621
2025-02-16 08:00:00,市民会館,2.422
2025-02-16 08:30:00,市民会館,2.4
2025-02-16 09:00:00,市民会館,3.583
2025-02-16 09:30:00,市民会館,3.814
2025-02-16 10:00:00,市民会館,4.248
2025-02-16 10:30:00,市民会館,4.886
2025-02-16 11:00:00,市民会館,5.129
2025-02-16 11:30:00,市民会館,5.372
2025-02-16 12:00:00,市民会館,5.993
2025-02-16 12:30:00,市民会館,5.642
2025-02-16 13:00:00,市民会館,5.202
2025-02-16 13:30:00,市民会館,5.47
2025-02-16 14:00:00,市民会館,4.506
2025-02-16 14:30:00,市民会館,4.664
2025-02-16 15:00:00,市民会館,3.504
2025-02-16 15:30:00,市民会館,3.692
2025-02-16 16:00:00,市民会館,2.321
2025-02-16 16:30:00,市民会館,2.368
2025-02-16 17:00:00,市民会館,1.478
2025-02-16 17:30:00,市民会館,1.586
2025-02-16 18:00:00,市民会館,0.847
2025-02-16 18:30:00,市民会館,0.886
2025-02-16 19:00:00,市民会館,0.524
2025-02-16 19:30:00,市民会館,0.596
2025-02-16 20:00:00,市民会館,0.528
2025-02-16 20:30:00,市民会館,0.519
2025-02-16 21:00:00,市民会館,0.562
2025-02-16 21:30:00,市民会館,0.602
2025-02-16 22:00:00,市民会館,0.552
2025-02-16 22:30:00,市民会館,0.554
2025-02-16 23:00:00,市民会館,0.591
2025-02-16 23:30:00,市民会館,0.58
2025-02-17 00:00:00,市民会館,0.567
2025-02-17 00:30:00,市民会館,0.539
2025-02-17 01:00:00,市民会館,0.568
2025-02-17 01:30:00,市民会館,0.517
2025-02-17 02:00:00,市民会館,0.538
2025-02-17 02:30:00,市民会館,0.595
2025-02-17 03:00:00,市民会館,0.591
2025-02-17 03:30:00,市民会館,0.567
2025-02-17 04:00:00,市民会館,0.502
2025-02-17 04:30:00,市民会館,0.522
2025-02-17 05:00:00,市民会館,1.696
2025-02-17 05:30:00,市民会館,1.741
2025-02-17 06:00:00,市民会館,5.747
2025-02-17 06:30:00,市民会館,6.055
2025-02-17 07:00:00,市民会館,14.143
2025-02-17 07:30:00,市民会館,13.255
2025-02-17 08:00:00,市民会館,16.961
2025-02-17 08:30:00,市民会館,15.924
2025-02-17 09:00:00,市民会館,12.355
2025-02-17 09:30:00,市民会館,12.632
2025-02-17 10:00:00,市民会館,6.989
2025-02-17 10:30:00,市民会館,7.658
2025-02-17 11:00:00,市民会館,5.463
2025-02-17 11:30:00,市民会館,5.101
2025-02-17 12:00:00,市民会館,7.091
2025-02-17 12:30:00,市民会館,7.556
2025-02-17 13:00:00,市民会館,10.793
2025-02-17 13:30:00,市民会館,10.209
2025-02-17 14:00:00,市民会館,11.008
2025-02-17 14:30:00,市民会館,11.515
2025-02-17 15:00:00,市民会館,10.461
2025-02-17 15:30:00,市民会館,8.815
2025-02-17 16:00:00,市民会館,7.233
2025-02-17 16:30:00,市民会館,6.551
2025-02-17 17:00:00,市民会館,3.508
2025-02-17 17:30:00,市民会館,3.541
2025-02-17 18:00:00,市民会館,1.527
2025-02-17 18:30:00,市民会館,1.419
2025-02-17 19:00:00,市民会館,0.547
2025-02-17 19:30:00,市民会館,0.57
2025-02-17 20:00:00,市民会館,0.561
2025-02-17 20:30:00,市民会館,0.566
2025-02-17 21:00:00,市民会館,0.546
2025-02-17 21:30:00,市民会館,0.574
2025-02-17 22:00:00,市民会館,0.584
2025-02-17 22:30:00,市民会館,0.583
2025-02-17 23:00:00,市民会館,0.567
2025-02-17 23:30:00,市民会館,0.581
2025-02-18 00:00:00,市民会館,0.579
2025-02-18 00:30:00,市民会館,0.629
2025-02-18 01:00:00,市民会館,0.589
2025-02-18 01:30:00,市民会館,0.553
2025-02-18 02:00:00,市民会館,0.53
2025-02-18 02:30:00,市民会館,0.548
2025-02-18 03:00:00,市民会館,0.546
2025-02-18 03:30:00,市民会館,0.569
2025-02-18 04:00:00,市民会館,0.536
2025-02-18 04:30:00,市民会館,0.588
2025-02-18 05:00:00,市民会館,1.634
2025-02-18 05:30:00,市民会館,1.612
2025-02-18 06:00:00,市民会館,6.089
2025-02-18 06:30:00,市民会館,5.872
2025-02-18 07:00:00,市民会館,12.177
2025-02-18 07:30:00,市民会館,12.581
2025-02-18 08:00:00,市民会館,16.139
2025-02-18 08:30:00,市民会館,16.786
2025-02-18 09:00:00,市民会館,13.041
2025-02-18 09:30:00,市民会館,13.095
2025-02-18 10:00:00,市民会館,7.628
2025-02-18 10:30:00,市民会館,8.016
2025-02-18 11:00:00,市民会館,5.754
2025-02-18 11:30:00,市民会館,5.4
2025-02-18 12:00:00,市民会館,7.119
2025-02-18 12:30:00,市民会館,6.975
2025-02-18 13:00:00,市民会館,10.067
2025-02-18 13:30:00,市民会館,10.022
2025-02-18 14:00:00,市民会館,11.841
2025-02-18 14:30:00,市民会館,10.056
2025-02-18 15:00:00,市民会館,9.683
2025-02-18 15:30:00,市民会館,9.965
2025-02-18 16:00:00,市民会館,6.725
2025-02-18 16:30:00,市民会館,6.418
2025-02-18 17:00:00,市民会館,3.37
2025-02-18 17:30:00,市民会館,3.75
2025-02-18 18:00:00,市民会館,1.446
2025-02-18 18:30:00,市民会館,1.371
2025-02-18 19:00:00,市民会館,0.579
2025-02-18 19:30:00,市民会館,0.568
2025-02-18 20:00:00,市民会館,0.552
2025-02-18 20:30:00,市民会館,0.53
2025-02-18 21:00:00,市民会館,0.552
2025-02-18 21:30:00,市民会館,0.589
2025-02-18 22:00:00,市民会館,0.51
2025-02-18 22:30:00,市民会館,0.512
2025-02-18 23:00:00,市民会館,0.538
2025-02-18 23:30:00,市民会館,0.554
2025-02-19 00:00:00,市民会館,0.541
2025-02-19 00:30:00,市民会館,0.573
2025-02-19 01:00:00,市民会館,0.585
2025-02-19 01:30:00,市民会館,0.563
2025-02-19 02:00:00,市民会館,0.571
2025-02-19 02:30:00,市民会館,0.563
2025-02-19 03:00:00,市民会館,0.555
2025-02-19 03:30:00,市民会館,0.519
2025-02-19 04:00:00,市民会館,0.527
2025-02-19 04:30:00,市民会館,0.518
2025-02-19 05:00:00,市民会館,1.743
2025-02-19 05:30:00,市民会館,1.776
2025-02-19 06:00:00,市民会館,5.686
2025-02-19 06:30:00,市民会館,6.153
2025-02-19 07:00:00,市民会館,12.426
2025-02-19 07:30:00,市民会館,12.3
2025-02-19 08:00:00,市民会館,16.253
2025-02-19 08:30:00,市民会館,15.838
2025-02-19 09:00:00,市民会館,13.866
2025-02-19 09:30:00,市民会館,13.345
2025-02-19 10:00:00,市民会館,7.94
2025-02-19 10:30:00,市民会館,7.46
2025-02-19 11:00:00,市民会館,5.251
2025-02-19 11:30:00,市民会館,5.862
2025-02-19 12:00:00,市民会館,6.468
2025-02-19 12:30:00,市民会館,7.491
2025-02-19 13:00:00,市民会館,10.644
2025-02-19 13:30:00,市民会館,10.207
2025-02-19 14:00:00,市民会館,10.921
2025-02-19 14:30:00,市民会館,11.897
2025-02-19 15:00:00,市民会館,9.641
2025-02-19 15:30:00,市民会館,9.453
2025-02-19 16:00:00,市民会館,6.604
2025-02-19 16:30:00,市民会館,6.542
2025-02-19 17:00:00,市民会館,3.434
2025-02-19 17:30:00,市民会館,3.805
2025-02-19 18:00:00,市民会館,1.445
2025-02-19 18:30:00,市民会館,1.5
2025-02-19 19:00:00,市民会館,0.515
2025-02-19 19:30:00,市民会館,0.556
2025-02-19 20:00:00,市民会館,0.523
2025-02-19 20:30:00,市民会館,0.522
2025-02-19 21:00:00,市民会館,0.552
2025-02-19 21:30:00,市民会館,0.584
2025-02-19 22:00:00,市民会館,0.567
2025-02-19 22:30:00,市民会館,0.569
2025-02-19 23:00:00,市民会館,0.552
2025-02-19 23:30:00,市民会館,0.546
2025-02-20 00:00:00,市民会館,0.577
2025-02-20 00:30:00,市民会館,0.54
2025-02-20 01:00:00,市民会館,0.578
2025-02-20 01:30:00,市民会館,0.589
2025-02-20 02:00:00,市民会館,0.532
2025-02-20 02:30:00,市民会館,0.536
2025-02-20 03:00:00,市民会館,0.54
2025-02-20 03:30:00,市民会館,0.514
2025-02-20 04:00:00,市民会館,0.542
2025-02-20 04:30:00,市民会館,0.591
2025-02-20 05:00:00,市民会館,1.664
2025-02-20 05:30:00,市民会館,1.872
2025-02-20 06:00:00,市民会館,5.998
2025-02-20 06:30:00,市民会館,6.779
2025-02-20 07:00:00,市民会館,12.552
2025-02-20 07:30:00,市民会館,12.901
2025-02-20 08:00:00,市民会館,16.014
2025-02-20 08:30:00,市民会館,16.201
2025-02-20 09:00:00,市民会館,14.359
2025-02-20 09:30:00,市民会館,13.778
2025-02-20 10:00:00,市民会館,8.022
2025-02-20 10:30:00,市民会館,7.128
2025-02-20 11:00:00,市民会館,5.535
2025-02-20 11:30:00,市民会館,5.1
2025-02-20 12:00:00,市民会館,6.569
2025-02-20 12:30:00,市民会館,7.123
2025-02-20 13:00:00,市民会館,9.943
2025-02-20 13:30:00,市民会館,9.857
2025-02-20 14:00:00,市民会館,11.503
2025-02-20 14:30:00,市民会館,11.59
2025-02-20 15:00:00,市民会館,10.518
2025-02-20 15:30:00,市民会館,9.215
2025-02-20 16:00:00,市民会館,7.24
2025-02-20 16:30:00,市民会館,7.368
2025-02-20 17:00:00,市民会館,3.539
2025-02-20 17:30:00,市民会館,3.304
2025-02-20 18:00:00,市民会館,1.399
2025-02-20 18:30:00,市民会館,1.468
2025-02-20 19:00:00,市民会館,0.611
2025-02-20 19:30:00,市民会館,0.556
2025-02-20 20:00:00,市民会館,0.538
2025-02-20 20:30:00,市民会館,0.536
2025-02-20 21:00:00,市民会館,0.518
2025-02-20 21:30:00,市民会館,0.579
2025-02-20 22:00:00,市民会館,0.553
2025-02-20 22:30:00,市民会館,0.613
2025-02-20 23:00:00,市民会館,0.573
2025-02-20 23:30:00,市民会館,0.578
2025-02-21 00:00:00,市民会館,0.548
2025-02-21 00:30:00,市民会館,0.525
2025-02-21 01:00:00,市民会館,0.531
2025-02-21 01:30:00,市民会館,0.517
2025-02-21 02:00:00,市民会館,0.58
2025-02-21 02:30:00,市民会館,0.544
2025-02-21 03:00:00,市民会館,0.582
2025-02-21 03:30:00,市民会館,0.559
2025-02-21 04:00:00,市民会館,0.547
2025-02-21 04:30:00,市民会館,0.523
2025-02-21 05:00:00,市民会館,1.782
2025-02-21 05:30:00,市民会館,1.737
2025-02-21 06:00:00,市民会館,6.407
2025-02-21 06:30:00,市民会館,5.911
2025-02-21 07:00:00,市民会館,13.395
2025-02-21 07:30:00,市民会館,14.061
2025-02-21 08:00:00,市民会館,17.006
2025-02-21 08:30:00,市民会館,17.436
2025-02-21 09:00:00,市民会館,13.843
2025-02-21 09:30:00,市民会館,14.735
2025-02-21 10:00:00,市民会館,7.771
2025-02-21 10:30:00,市民会館,7.896
2025-02-21 11:00:00,市民会館,5.35
2025-02-21 11:30:00,市民会館,5.152
2025-02-21 12:00:00,市民会館,6.614
2025-02-21 12:30:00,市民会館,7.485
2025-02-21 13:00:00,市民会館,9.335
2025-02-21 13:30:00,市民会館,10.197
2025-02-21 14:00:00,市民会館,11.336
2025-02-21 14:30:00,市民会館,11.615
2025-02-21 15:00:00,市民会館,9.546
2025-02-21 15:30:00,市民会館,9.411
2025-02-21 16:00:00,市民会館,6.862
2025-02-21 16:30:00,市民会館,6.636
2025-02-21 17:00:00,市民会館,3.383
2025-02-21 17:30:00,市民会館,3.954
2025-02-21 18:00:00,市民会館,1.443
2025-02-21 18:30:00,市民会館,1.428
2025-02-21 19:00:00,市民会館,0.548
2025-02-21 19:30:00,市民会館,0.59
2025-02-21 20:00:00,市民会館,0.495
2025-02-21 20:30:00,市民会館,0.588
2025-02-21 21:00:00,市民会館,0.53
2025-02-21 21:30:00,市民会館,0.562
2025-02-21 22:00:00,市民会館,0.536
2025-02-21 22:30:00,市民会館,0.61
2025-02-21 23:00:00,市民会館,0.559
2025-02-21 23:30:00,市民会館,0.535
2025-02-22 00:00:00,市民会館,0.547
2025-02-22 00:30:00,市民会館,0.558
2025-02-22 01:00:00,市民会館,0.56
2025-02-22 01:30:00,市民会館,0.567
2025-02-22 02:00:00,市民会館,0.555
2025-02-22 02:30:00,市民会館,0.517
2025-02-22 03:00:00,市民会館,0.546
2025-02-22 03:30:00,市民会館,0.572
2025-02-22 04:00:00,市民会館,0.537
2025-02-22 04:30:00,市民会館,0.574
2025-02-22 05:00:00,市民会館,0.556
2025-02-22 05:30:00,市民会館,0.549
2025-02-22 06:00:00,市民会館,0.972
2025-02-22 06:30:00,市民会館,0.838
2025-02-22 07:00:00,市民会館,1.537
2025-02-22 07:30:00,市民会館,1.689
2025-02-22 08:00:00,市民会館,2.723
2025-02-22 08:30:00,市民会館,2.78
2025-02-22 09:00:00,市民会館,3.549
2025-02-22 09:30:00,市民会館,3.621
2025-02-22 10:00:00,市民会館,4.731
2025-02-22 10:30:00,市民会館,4.835
2025-02-22 11:00:00,市民会館,5.363
2025-02-22 11:30:00,市民会館,5.525
2025-02-22 12:00:00,市民会館,5.679
2025-02-22 12:30:00,市民会館,5.696
2025-02-22 13:00:00,市民会館,5.038
2025-02-22 13:30:00,市民会館,5.194
2025-02-22 14:00:00,市民会館,4.426
2025-02-22 14:30:00,市民会館,4.275
2025-02-22 15:00:00,市民会館,3.247
2025-02-22 15:30:00,市民会館,3.465
2025-02-22 16:00:00,市民会館,2.462
2025-02-22 16:30:00,市民会館,2.508
2025-02-22 17:00:00,市民会館,1.635
2025-02-22 17:30:00,市民会館,1.605
2025-02-22 18:00:00,市民会館,0.906
2025-02-22 18:30:00,市民会館,0.876
2025-02-22 19:00:00,市民会館,0.579
2025-02-22 19:30:00,市民会館,0.552
2025-02-22 20:00:00,市民会館,0.543
2025-02-22 20:30:00,市民会館,0.55
2025-02-22 21:00:00,市民会館,0.535
2025-02-22 21:30:00,市民会館,0.54
2025-02-22 22:00:00,市民会館,0.54
2025-02-22 22:30:00,市民会館,0.547
2025-02-22 23:00:00,市民会館,0.573
2025-02-22 23:30:00,市民会館,0.566
2025-02-23 00:00:00,市民会館,0.598
2025-02-23 00:30:00,市民会館,0.589
2025-02-23 01:00:00,市民会館,0.609
2025-02-23 01:30:00,市民会館,0.571
2025-02-23 02:00:00,市民会館,0.57
2025-02-23 02:30:00,市民会館,0.542
2025-02-23 03:00:00,市民会館,0.578
2025-02-23 03:30:00,市民会館,0.537
2025-02-23 04:00:00,市民会館,0.514
2025-02-23 04:30:00,市民会館,0.598
2025-02-23 05:00:00,市民会館,0.52
2025-02-23 05:30:00,市民会館,0.567
2025-02-23 06:00:00,市民会館,0.877
2025-02-23 06:30:00,市民会館,0.969
2025-02-23 07:00:00,市民会館,1.691
2025-02-23 07:30:00,市民会館,1.633
2025-02-23 08:00:00,市民会館,2.65
2025-02-23 08:30:00,市民会館,2.495
2025-02-23 09:00:00,市民会館,3.935
2025-02-23 09:30:00,市民会館,3.672
2025-02-23 10:00:00,市民会館,4.34
2025-02-23 10:30:00,市民会館,4.561
2025-02-23 11:00:00,市民会館,5.24
2025-02-23 11:30:00,市民会館,5.215
2025-02-23 12:00:00,市民会館,5.091
2025-02-23 12:30:00,市民会館,5.659
2025-02-23 13:00:00,市民会館,4.915
2025-02-23 13:30:00,市民会館,4.614
2025-02-23 14:00:00,市民会館,4.467
2025-02-23 14:30:00,市民会館,4.373
2025-02-23 15:00:00,市民会館,3.387
2025-02-23 15:30:00,市民会館,2.991
2025-02-23 16:00:00,市民会館,2.388
2025-02-23 16:30:00,市民会館,2.473
2025-02-23 17:00:00,市民会館,1.54
2025-02-23 17:30:00,市民会館,1.621
2025-02-23 18:00:00,市民会館,0.982
2025-02-23 18:30:00,市民会館,0.941
2025-02-23 19:00:00,市民会館,0.584
2025-02-23 19:30:00,市民会館,0.586
2025-02-23 20:00:00,市民会館,0.527
2025-02-23 20:30:00,市民会館,0.567
2025-02-23 21:00:00,市民会館,0.583
2025-02-23 21:30:00,市民会館,0.543
2025-02-23 22:00:00,市民会館,0.533
2025-02-23 22:30:00,市民会館,0.57
2025-02-23 23:00:00,市民会館,0.514
2025-02-23 23:30:00,市民会館,0.525
2025-02-24 00:00:00,市民会館,0.537
2025-02-24 00:30:00,市民会館,0.568
2025-02-24 01:00:00,市民会館,0.561
2025-02-24 01:30:00,市民会館,0.584
2025-02-24 02:00:00,市民会館,0.53
2025-02-24 02:30:00,市民会館,0.528
2025-02-24 03:00:00,市民会館,0.57
2025-02-24 03:30:00,市民会館,0.533
2025-02-24 04:00:00,市民会館,0.538
2025-02-24 04:30:00,市民会館,0.504
2025-02-24 05:00:00,市民会館,1.781
2025-02-24 05:30:00,市民会館,1.891
2025-02-24 06:00:00,市民会館,5.815
2025-02-24 06:30:00,市民会館,6.444
2025-02-24 07:00:00,市民会館,12.956
2025-02-24 07:30:00,市民会館,11.848
2025-02-24 08:00:00,市民会館,16.027
2025-02-24 08:30:00,市民会館,15.975
2025-02-24 09:00:00,市民会館,13.245
2025-02-24 09:30:00,市民会館,13.741
2025-02-24 10:00:00,市民会館,8.335
2025-02-24 10:30:00,市民会館,7.083
2025-02-24 11:00:00,市民会館,5.23
2025-02-24 11:30:00,市民会館,5.12
2025-02-24 12:00:00,市民会館,6.593
2025-02-24 12:30:00,市民会館,7.073
2025-02-24 13:00:00,市民会館,9.831
2025-02-24 13:30:00,市民会館,8.939
2025-02-24 14:00:00,市民会館,11.115
2025-02-24 14:30:00,市民会館,10.436
2025-02-24 15:00:00,市民会館,9.804
2025-02-24 15:30:00,市民会館,10.42
2025-02-24 16:00:00,市民会館,6.89
2025-02-24 16:30:00,市民会館,6.794
2025-02-24 17:00:00,市民会館,3.509
2025-02-24 17:30:00,市民会館,3.617
2025-02-24 18:00:00,市民会館,1.545
2025-02-24 18:30:00,市民会館,1.537
2025-02-24 19:00:00,市民会館,0.552
2025-02-24 19:30:00,市民会館,0.561
2025-02-24 20:00:00,市民会館,0.519
2025-02-24 20:30:00,市民会館,0.535
2025-02-24 21:00:00,市民会館,0.575
2025-02-24 21:30:00,市民会館,0.579
2025-02-24 22:00:00,市民会館,0.558
2025-02-24 22:30:00,市民会館,0.596
2025-02-24 23:00:00,市民会館,0.569
2025-02-24 23:30:00,市民会館,0.549
2025-02-25 00:00:00,市民会館,0.521
2025-02-25 00:30:00,市民会館,0.595
2025-02-25 01:00:00,市民会館,0.577
2025-02-25 01:30:00,市民会館,0.605
2025-02-25 02:00:00,市民会館,0.615
2025-02-25 02:30:00,市民会館,0.519
2025-02-25 03:00:00,市民会館,0.519
2025-02-25 03:30:00,市民会館,0.476
2025-02-25 04:00:00,市民会館,0.581
2025-02-25 04:30:00,市民会館,0.573
2025-02-25 05:00:00,市民会館,1.764
2025-02-25 05:30:00,市民会館,1.648
2025-02-25 06:00:00,市民会館,6.103
2025-02-25 06:30:00,市民会館,6.187
2025-02-25 07:00:00,市民会館,13.503
2025-02-25 07:30:00,市民会館,13.172
2025-02-25 08:00:00,市民会館,17.335
2025-02-25 08:30:00,市民会館,16.674
2025-02-25 09:00:00,市民会館,14.253
2025-02-25 09:30:00,市民会館,13.883
2025-02-25 10:00:00,市民会館,7.177
2025-02-25 10:30:00,市民会館,8.159
2025-02-25 11:00:00,市民会館,5.688
2025-02-25 11:30:00,市民会館,5.485
2025-02-25 12:00:00,市民会館,7.138
2025-02-25 12:30:00,市民会館,7.623
2025-02-25 13:00:00,市民会館,9.028
2025-02-25 13:30:00,市民会館,10.441
2025-02-25 14:00:00,市民会館,10.841
2025-02-25 14:30:00,市民会館,11.713
2025-02-25 15:00:00,市民会館,9.857
2025-02-25 15:30:00,市民会館,9.189
2025-02-25 16:00:00,市民会館,6.567
2025-02-25 16:30:00,市民会館,7.078
2025-02-25 17:00:00,市民会館,3.567
2025-02-25 17:30:00,市民会館,3.493
2025-02-25 18:00:00,市民会館,1.455
2025-02-25 18:30:00,市民会館,1.551
2025-02-25 19:00:00,市民会館,0.604
2025-02-25 19:30:00,市民会館,0.496
2025-02-25 20:00:00,市民会館,0.633
2025-02-25 20:30:00,市民会館,0.561
2025-02-25 21:00:00,市民会館,0.571
2025-02-25 21:30:00,市民会館,0.543
2025-02-25 22:00:00,市民会館,0.555
2025-02-25 22:30:00,市民会館,0.56
2025-02-25 23:00:00,市民会館,0.526
2025-02-25 23:30:00,市民会館,0.533
2025-02-26 00:00:00,市民会館,0.588
2025-02-26 00:30:00,市民会館,0.512
2025-02-26 01:00:00,市民会館,0.567
2025-02-26 01:30:00,市民会館,0.545
2025-02-26 02:00:00,市民会館,0.528
2025-02-26 02:30:00,市民会館,0.61
2025-02-26 03:00:00,市民会館,0.529
2025-02-26 03:30:00,市民会館,0.524
2025-02-26 04:00:00,市民会館,0.55
2025-02-26 04:30:00,市民会館,0.534
2025-02-26 05:00:00,市民会館,1.756
2025-02-26 05:30:00,市民会館,1.769
2025-02-26 06:00:00,市民会館,6.202
2025-02-26 06:30:00,市民会館,6.093
2025-02-26 07:00:00,市民会館,12.538
2025-02-26 07:30:00,市民会館,13.413
2025-02-26 08:00:00,市民会館,16.684
2025-02-26 08:30:00,市民会館,16.362
2025-02-26 09:00:00,市民会館,14.454
2025-02-26 09:30:00,市民会館,13.377
2025-02-26 10:00:00,市民会館,8.046
2025-02-26 10:30:00,市民会館,8.097
2025-02-26 11:00:00,市民会館,5.705
2025-02-26 11:30:00,市民会館,5.545
2025-02-26 12:00:00,市民会館,7.039
2025-02-26 12:30:00,市民会館,7.017
2025-02-26 13:00:00,市民会館,9.71
2025-02-26 13:30:00,市民会館,8.765
2025-02-26 14:00:00,市民会館,11.504
2025-02-26 14:30:00,市民会館,11.241
2025-02-26 15:00:00,市民会館,10.203
2025-02-26 15:30:00,市民会館,9.741
2025-02-26 16:00:00,市民会館,6.958
2025-02-26 16:30:00,市民会館,6.27
2025-02-26 17:00:00,市民会館,3.394
2025-02-26 17:30:00,市民会館,3.158
2025-02-26 18:00:00,市民会館,1.493
2025-02-26 18:30:00,市民会館,1.445
2025-02-26 19:00:00,市民会館,0.53
2025-02-26 19:30:00,市民会館,0.564
2025-02-26 20:00:00,市民会館,0.543
2025-02-26 20:30:00,市民会館,0.515
2025-02-26 21:00:00,市民会館,0.626
2025-02-26 21:30:00,市民会館,0.554
2025-02-26 22:00:00,市民会館,0.525
2025-02-26 22:30:00,市民会館,0.537
2025-02-26 23:00:00,市民会館,0.55
2025-02-26 23:30:00,市民会館,0.55
2025-02-27 00:00:00,市民会館,0.591
2025-02-27 00:30:00,市民会館,0.553
2025-02-27 01:00:00,市民会館,0.607
2025-02-27 01:30:00,市民会館,0.543
2025-02-27 02:00:00,市民会館,0.567
2025-02-27 02:30:00,市民会館,0.584
2025-02-27 03:00:00,市民会館,0.588
2025-02-27 03:30:00,市民会館,0.592
2025-02-27 04:00:00,市民会館,0.548
2025-02-27 04:30:00,市民会館,0.555
2025-02-27 05:00:00,市民会館,1.538
2025-02-27 05:30:00,市民会館,1.739
2025-02-27 06:00:00,市民会館,6.465
2025-02-27 06:30:00,市民会館,6.405
2025-02-27 07:00:00,市民会館,12.938
2025-02-27 07:30:00,市民会館,14.099
2025-02-27 08:00:00,市民会館,16.456
2025-02-27 08:30:00,市民会館,16.177
2025-02-27 09:00:00,市民会館,13.143
2025-02-27 09:30:00,市民会館,12.703
2025-02-27 10:00:00,市民会館,7.867
2025-02-27 10:30:00,市民会館,7.739
2025-02-27 11:00:00,市民会館,5.523
2025-02-27 11:30:00,市民会館,5.249
2025-02-27 12:00:00,市民会館,7.019
2025-02-27 12:30:00,市民会館,6.273
2025-02-27 13:00:00,市民会館,10.015
2025-02-27 13:30:00,市民会館,9.879
2025-02-27 14:00:00,市民会館,10.494
2025-02-27 14:30:00,市民会館,11.047
2025-02-27 15:00:00,市民会館,9.672
2025-02-27 15:30:00,市民会館,10.663
2025-02-27 16:00:00,市民会館,6.377
2025-02-27 16:30:00,市民会館,6.846
2025-02-27 17:00:00,市民会館,3.408
2025-02-27 17:30:00,市民会館,3.504
2025-02-27 18:00:00,市民会館,1.523
2025-02-27 18:30:00,市民会館,1.487
2025-02-27 19:00:00,市民会館,0.555
2025-02-27 19:30:00,市民会館,0.564
2025-02-27 20:00:00,市民会館,0.541
2025-02-27 20:30:00,市民会館,0.58
2025-02-27 21:00:00,市民会館,0.547
2025-02-27 21:30:00,市民会館,0.552
2025-02-27 22:00:00,市民会館,0.565
2025-02-27 22:30:00,市民会館,0.561
2025-02-27 23:00:00,市民会館,0.573
2025-02-27 23:30:00,市民会館,0.564
2025-02-28 00:00:00,市民会館,0.568
2025-02-28 00:30:00,市民会館,0.546
2025-02-28 01:00:00,市民会館,0.525
2025-02-28 01:30:00,市民会館,0.516
2025-02-28 02:00:00,市民会館,0.509
2025-02-28 02:30:00,市民会館,0.604
2025-02-28 03:00:00,市民会館,0.494
2025-02-28 03:30:00,市民会館,0.588
2025-02-28 04:00:00,市民会館,0.532
2025-02-28 04:30:00,市民会館,0.588
2025-02-28 05:00:00,市民会館,1.562
2025-02-28 05:30:00,市民会館,1.735
2025-02-28 06:00:00,市民会館,6.576
2025-02-28 06:30:00,市民会館,6.349
2025-02-28 07:00:00,市民会館,12.776
2025-02-28 07:30:00,市民会館,11.732
2025-02-28 08:00:00,市民会館,15.668
2025-02-28 08:30:00,市民会館,17.943
2025-02-28 09:00:00,市民会館,13.224
2025-02-28 09:30:00,市民会館,13.41
2025-02-28 10:00:00,市民会館,7.738
2025-02-28 10:30:00,市民会館,7.132
2025-02-28 11:00:00,市民会館,5.469
2025-02-28 11:30:00,市民会館,5.247
2025-02-28 12:00:00,市民会館,7.143
2025-02-28 12:30:00,市民会館,6.836
2025-02-28 13:00:00,市民会館,9.057
2025-02-28 13:30:00,市民会館,9.62
2025-02-28 14:00:00,市民会館,11.461
2025-02-28 14:30:00,市民会館,11.324
2025-02-28 15:00:00,市民会館,9.813
2025-02-28 15:30:00,市民会館,10.238
2025-02-28 16:00:00,市民会館,6.666
2025-02-28 16:30:00,市民会館,6.753
2025-02-28 17:00:00,市民会館,3.518
2025-02-28 17:30:00,市民会館,3.777
2025-02-28 18:00:00,市民会館,1.525
2025-02-28 18:30:00,市民会館,1.461
2025-02-28 19:00:00,市民会館,0.514
2025-02-28 19:30:00,市民会館,0.586
2025-02-28 20:00:00,市民会館,0.534
2025-02-28 20:30:00,市民会館,0.557
2025-02-28 21:00:00,市民会館,0.62
2025-02-28 21:30:00,市民会館,0.577
2025-02-28 22:00:00,市民会館,0.6
2025-02-28 22:30:00,市民会館,0.54
2025-02-28 23:00:00,市民会館,0.585
2025-02-28 23:30:00,市民会館,0.556
2025-03-01 00:00:00,市民会館,0.649
2025-03-01 00:30:00,市民会館,0.702
2025-03-01 01:00:00,市民会館,0.629
